timestamp,sessionId,team
1459400331554.0,"2","t"
1459400358663.0,"2","t"
1459400388278.0,"2","t"
1459400437354.0,"2","t"
1459400483641.0,"2","t"
1459400600724.0,"2","t"
1459450813945.0,"92855","t"
1459459839247.0,"3","t"
1459459843743.0,"3","t"
1459461018321.0,"30615","t"
1459461243574.0,"30615","t"
1459461264795.0,"30615","t"
1459783602985.0,"71408","t"
1459783608410.0,"71408","t"
1459783617790.0,"71408","t"
1459878645579.0,"2","t"
1459878821192.0,"2","t"
1459878828731.0,"2","t"
1459878849010.0,"2","t"
1459878886922.0,"2","t"
1459878911879.0,"2","t"
1459879003977.0,"2","t"
1459879048715.0,"2","t"
1459962597101.0,"2","t"
1459962614655.0,"2","t"
1459962699246.0,"2","t"
1459962773296.0,"2","t"
1459962785376.0,"2","t"
1459962817121.0,"2","t"
1460134083222.0,"2","t"
1460134089006.0,"2","t"
1460134093842.0,"2","t"
1460134103523.0,"2","t"
1460134107841.0,"2","t"
1460134115363.0,"2","t"
1460134132591.0,"2","t"
1460134141268.0,"2","t"
1460134145576.0,"2","t"
1460134154397.0,"2","t"
1460134212785.0,"2","t"
1460134228367.0,"2","t"
1460135094393.0,"2","t"
1460135104601.0,"2","t"
1460135127339.0,"2","q"
1460140605831.0,"66316","t"
1460140672671.0,"66316","t"
1460140709781.0,"66316","t"
1460140754335.0,"66316","t"
1460142518744.0,"2","t"
1460142589641.0,"2","t"
1460330466949.0,"65860","t"
1460331041292.0,"82243","j"
1460331097796.0,"82243","j"
1460492831893.0,"2","t"
1460492884426.0,"2","t"
1460492915063.0,"2","t"
1460685196891.0,"2","t"
1460690100946.0,"77945","t"
1460690106468.0,"77945","t"
1460690118136.0,"77945","t"
1460690128389.0,"77945","t"
1460690134229.0,"77945","t"
1460690144458.0,"77945","t"
1460690151688.0,"77945","t"
1460690158377.0,"77945","t"
1460690164459.0,"77945","t"
1460690168809.0,"77945","t"
1460690174483.0,"77945","t"
1460690225684.0,"77945","t"
1460690230496.0,"77945","t"
1460690646852.0,"77945","t"
1460690679199.0,"77945","t"
1460690683146.0,"77945","t"
1460690688134.0,"77945","t"
1460690696604.0,"77945","t"
1460690705531.0,"77945","t"
1460690712820.0,"77945","t"
1460690720490.0,"77945","t"
1460695208432.0,"2","t"
1460695221846.0,"2","t"
1460695226469.0,"2","t"
1460695233016.0,"2","t"
1460695237422.0,"2","t"
1460695241302.0,"2","t"
1460695337782.0,"2","t"
